Date,Year,Month,Day,Radiation
12/22/2003,2003,12,22,2419
12/23/2003,2003,12,23,2822
12/24/2003,2003,12,24,4446
12/25/2003,2003,12,25,4666
12/26/2003,2003,12,26,1717
12/27/2003,2003,12,27,3956
12/28/2003,2003,12,28,2711
12/29/2003,2003,12,29,785
12/30/2003,2003,12,30,1026
12/31/2003,2003,12,31,551
1/1/2004,2004,1,1,1577
1/2/2004,2004,1,2,1926
1/3/2004,2004,1,3,2880
1/4/2004,2004,1,4,2603
1/5/2004,2004,1,5,3028
1/6/2004,2004,1,6,3478
1/7/2004,2004,1,7,2066
1/8/2004,2004,1,8,1850
1/9/2004,2004,1,9,2452
1/10/2004,2004,1,10,1807
1/11/2004,2004,1,11,3834
1/12/2004,2004,1,12,3233
1/13/2004,2004,1,13,3096
1/14/2004,2004,1,14,3499
1/15/2004,2004,1,15,2081
1/16/2004,2004,1,16,3964
1/17/2004,2004,1,17,2815
1/18/2004,2004,1,18,1508
1/19/2004,2004,1,19,5184
1/20/2004,2004,1,20,3852
1/21/2004,2004,1,21,2279
1/22/2004,2004,1,22,5188
1/23/2004,2004,1,23,5861
1/24/2004,2004,1,24,4903
1/25/2004,2004,1,25,3967
1/26/2004,2004,1,26,3996
1/27/2004,2004,1,27,2599
1/28/2004,2004,1,28,2531
1/29/2004,2004,1,29,6714
1/30/2004,2004,1,30,3226
1/31/2004,2004,1,31,5306
2/1/2004,2004,2,1,5753
2/2/2004,2004,2,2,1624
2/3/2004,2004,2,3,2124
2/4/2004,2004,2,4,2135
2/5/2004,2004,2,5,2192
2/6/2004,2004,2,6,3535
2/7/2004,2004,2,7,3964
2/8/2004,2004,2,8,4266
2/9/2004,2004,2,9,2441
2/10/2004,2004,2,10,7556
2/11/2004,2004,2,11,2491
2/12/2004,2004,2,12,8208
2/13/2004,2004,2,13,3272
2/14/2004,2004,2,14,3204
2/15/2004,2004,2,15,2164
2/16/2004,2004,2,16,2776
2/17/2004,2004,2,17,9630
2/18/2004,2004,2,18,5566
2/19/2004,2004,2,19,6174
2/20/2004,2004,2,20,10750
2/21/2004,2004,2,21,11520
2/22/2004,2004,2,22,3542
2/23/2004,2004,2,23,1440
2/24/2004,2004,2,24,8536
2/25/2004,2004,2,25,10526
2/26/2004,2004,2,26,11956
2/27/2004,2004,2,27,3848
2/28/2004,2004,2,28,5569
2/29/2004,2004,2,29,3906
3/1/2004,2004,3,1,6952
3/2/2004,2004,3,2,4612
3/3/2004,2004,3,3,5706
3/4/2004,2004,3,4,9238
3/5/2004,2004,3,5,12128
3/6/2004,2004,3,6,14796
3/7/2004,2004,3,7,5652
3/8/2004,2004,3,8,7682
3/9/2004,2004,3,9,3607
3/10/2004,2004,3,10,6196
3/11/2004,2004,3,11,6862
3/12/2004,2004,3,12,10472
3/13/2004,2004,3,13,11257
3/14/2004,2004,3,14,6725
3/15/2004,2004,3,15,13583
3/16/2004,2004,3,16,13133
3/17/2004,2004,3,17,11545
3/18/2004,2004,3,18,14969
3/19/2004,2004,3,19,13752
3/20/2004,2004,3,20,5108
3/21/2004,2004,3,21,5944
3/22/2004,2004,3,22,8388
3/23/2004,2004,3,23,7769
3/24/2004,2004,3,24,1667
3/25/2004,2004,3,25,1213
3/26/2004,2004,3,26,4626
3/27/2004,2004,3,27,4518
3/28/2004,2004,3,28,4334
3/29/2004,2004,3,29,16459
3/30/2004,2004,3,30,18738
3/31/2004,2004,3,31,17867
4/1/2004,2004,4,1,17906
4/2/2004,2004,4,2,19598
4/3/2004,2004,4,3,16783
4/4/2004,2004,4,4,16294
4/5/2004,2004,4,5,10379
4/6/2004,2004,4,6,11470
4/7/2004,2004,4,7,8287
4/8/2004,2004,4,8,15127
4/9/2004,2004,4,9,19940
4/10/2004,2004,4,10,18770
4/11/2004,2004,4,11,1534
4/12/2004,2004,4,12,21146
4/13/2004,2004,4,13,19728
4/14/2004,2004,4,14,22468
4/15/2004,2004,4,15,19890
4/16/2004,2004,4,16,10055
4/17/2004,2004,4,17,5652
4/18/2004,2004,4,18,15149
4/19/2004,2004,4,19,15415
4/20/2004,2004,4,20,11891
4/21/2004,2004,4,21,19602
4/22/2004,2004,4,22,20812
4/23/2004,2004,4,23,22734
4/24/2004,2004,4,24,3668
4/25/2004,2004,4,25,3816
4/26/2004,2004,4,26,13972
4/27/2004,2004,4,27,12413
4/28/2004,2004,4,28,17456
4/29/2004,2004,4,29,21676
4/30/2004,2004,4,30,15826
5/1/2004,2004,5,1,19699
5/2/2004,2004,5,2,19026
5/3/2004,2004,5,3,18497
5/4/2004,2004,5,4,14213
5/5/2004,2004,5,5,21146
5/6/2004,2004,5,6,13810
5/7/2004,2004,5,7,14090
5/8/2004,2004,5,8,21157
5/9/2004,2004,5,9,25366
5/10/2004,2004,5,10,9324
5/11/2004,2004,5,11,16920
5/12/2004,2004,5,12,19566
5/13/2004,2004,5,13,6728
5/14/2004,2004,5,14,17453
5/15/2004,2004,5,15,16628
5/16/2004,2004,5,16,11711
5/17/2004,2004,5,17,23094
5/18/2004,2004,5,18,13698
5/19/2004,2004,5,19,25445
5/20/2004,2004,5,20,22244
5/21/2004,2004,5,21,16268
5/22/2004,2004,5,22,16103
5/23/2004,2004,5,23,12971
5/24/2004,2004,5,24,15790
5/25/2004,2004,5,25,11473
5/26/2004,2004,5,26,15620
5/27/2004,2004,5,27,23076
5/28/2004,2004,5,28,13180
5/29/2004,2004,5,29,18302
5/30/2004,2004,5,30,25070
5/31/2004,2004,5,31,26096
6/1/2004,2004,6,1,21733
6/2/2004,2004,6,2,11416
6/3/2004,2004,6,3,13972
6/4/2004,2004,6,4,14947
6/5/2004,2004,6,5,7920
6/6/2004,2004,6,6,10782
6/7/2004,2004,6,7,26708
6/8/2004,2004,6,8,20858
6/9/2004,2004,6,9,22273
6/10/2004,2004,6,10,18997
6/11/2004,2004,6,11,9994
6/12/2004,2004,6,12,18778
6/13/2004,2004,6,13,23371
6/14/2004,2004,6,14,25942
6/15/2004,2004,6,15,27918
6/16/2004,2004,6,16,22698
6/17/2004,2004,6,17,23022
6/18/2004,2004,6,18,16502
6/19/2004,2004,6,19,22255
6/20/2004,2004,6,20,4702
6/21/2004,2004,6,21,12989
6/22/2004,2004,6,22,23872
6/23/2004,2004,6,23,27324
6/24/2004,2004,6,24,25945
6/25/2004,2004,6,25,10033
6/26/2004,2004,6,26,15394
6/27/2004,2004,6,27,14486
6/28/2004,2004,6,28,21719
6/29/2004,2004,6,29,18691
6/30/2004,2004,6,30,17737
7/1/2004,2004,7,1,18004
7/2/2004,2004,7,2,12737
7/3/2004,2004,7,3,24430
7/4/2004,2004,7,4,25592
7/5/2004,2004,7,5,21085
7/6/2004,2004,7,6,9176
7/7/2004,2004,7,7,28253
7/8/2004,2004,7,8,26161
7/9/2004,2004,7,9,21859
7/10/2004,2004,7,10,18749
7/11/2004,2004,7,11,20056
7/12/2004,2004,7,12,22133
7/13/2004,2004,7,13,10202
7/14/2004,2004,7,14,9382
7/15/2004,2004,7,15,11084
7/16/2004,2004,7,16,15361
7/17/2004,2004,7,17,23508
7/18/2004,2004,7,18,26165
7/19/2004,2004,7,19,20405
7/20/2004,2004,7,20,23180
7/21/2004,2004,7,21,26327
7/22/2004,2004,7,22,20632
7/23/2004,2004,7,23,12593
7/24/2004,2004,7,24,21424
7/25/2004,2004,7,25,21661
7/26/2004,2004,7,26,16117
7/27/2004,2004,7,27,10915
7/28/2004,2004,7,28,8971
7/29/2004,2004,7,29,4507
7/30/2004,2004,7,30,22367
7/31/2004,2004,7,31,25355
8/1/2004,2004,8,1,13698
8/2/2004,2004,8,2,18259
8/3/2004,2004,8,3,12568
8/4/2004,2004,8,4,17593
8/5/2004,2004,8,5,24642
8/6/2004,2004,8,6,18716
8/7/2004,2004,8,7,21535
8/8/2004,2004,8,8,24008
8/9/2004,2004,8,9,19181
8/10/2004,2004,8,10,23947
8/11/2004,2004,8,11,23216
8/12/2004,2004,8,12,22921
8/13/2004,2004,8,13,13705
8/14/2004,2004,8,14,10793
8/15/2004,2004,8,15,20232
8/16/2004,2004,8,16,22115
8/17/2004,2004,8,17,22172
8/18/2004,2004,8,18,20898
8/19/2004,2004,8,19,22838
8/20/2004,2004,8,20,13730
8/21/2004,2004,8,21,9958
8/22/2004,2004,8,22,12650
8/23/2004,2004,8,23,21733
8/24/2004,2004,8,24,16319
8/25/2004,2004,8,25,17366
8/26/2004,2004,8,26,10094
8/27/2004,2004,8,27,8604
8/28/2004,2004,8,28,8287
8/29/2004,2004,8,29,21247
8/30/2004,2004,8,30,19865
8/31/2004,2004,8,31,3492
9/1/2004,2004,9,1,14324
9/2/2004,2004,9,2,20250
9/3/2004,2004,9,3,19249
9/4/2004,2004,9,4,19789
9/5/2004,2004,9,5,13676
9/6/2004,2004,9,6,18958
9/7/2004,2004,9,7,17881
9/8/2004,2004,9,8,17258
9/9/2004,2004,9,9,11567
9/10/2004,2004,9,10,19260
9/11/2004,2004,9,11,17503
9/12/2004,2004,9,12,10883
9/13/2004,2004,9,13,15804
9/14/2004,2004,9,14,17953
9/15/2004,2004,9,15,2952
9/16/2004,2004,9,16,14414
9/17/2004,2004,9,17,17798
9/18/2004,2004,9,18,17784
9/19/2004,2004,9,19,16837
9/20/2004,2004,9,20,9443
9/21/2004,2004,9,21,7009
9/22/2004,2004,9,22,5576
9/23/2004,2004,9,23,6847
9/24/2004,2004,9,24,7427
9/25/2004,2004,9,25,13781
9/26/2004,2004,9,26,7524
9/27/2004,2004,9,27,11189
9/28/2004,2004,9,28,6160
9/29/2004,2004,9,29,7373
9/30/2004,2004,9,30,7445
10/1/2004,2004,10,1,5699
10/2/2004,2004,10,2,12780
10/3/2004,2004,10,3,6466
10/4/2004,2004,10,4,11966
10/5/2004,2004,10,5,12787
10/6/2004,2004,10,6,13093
10/7/2004,2004,10,7,8726
10/8/2004,2004,10,8,4792
10/9/2004,2004,10,9,4716
10/10/2004,2004,10,10,7949
10/11/2004,2004,10,11,9065
10/12/2004,2004,10,12,12046
10/13/2004,2004,10,13,12049
10/14/2004,2004,10,14,3251
10/15/2004,2004,10,15,2700
10/16/2004,2004,10,16,1444
10/17/2004,2004,10,17,5454
10/18/2004,2004,10,18,5998
10/19/2004,2004,10,19,10148
10/20/2004,2004,10,20,9421
10/21/2004,2004,10,21,2840
10/22/2004,2004,10,22,7016
10/23/2004,2004,10,23,8914
10/24/2004,2004,10,24,8388
10/25/2004,2004,10,25,9313
10/26/2004,2004,10,26,7247
10/27/2004,2004,10,27,3787
10/28/2004,2004,10,28,7326
10/29/2004,2004,10,29,7254
10/30/2004,2004,10,30,5738
10/31/2004,2004,10,31,2365
11/1/2004,2004,11,1,2063
11/2/2004,2004,11,2,695
11/3/2004,2004,11,3,4694
11/4/2004,2004,11,4,6707
11/5/2004,2004,11,5,2531
11/6/2004,2004,11,6,4968
11/7/2004,2004,11,7,2516
11/8/2004,2004,11,8,2513
11/9/2004,2004,11,9,1296
11/10/2004,2004,11,10,6386
11/11/2004,2004,11,11,2279
11/12/2004,2004,11,12,4925
11/13/2004,2004,11,13,504
11/14/2004,2004,11,14,803
11/15/2004,2004,11,15,3931
11/16/2004,2004,11,16,1339
11/17/2004,2004,11,17,1321
11/18/2004,2004,11,18,587
11/19/2004,2004,11,19,2268
11/20/2004,2004,11,20,1742
11/21/2004,2004,11,21,1166
11/22/2004,2004,11,22,2124
11/23/2004,2004,11,23,1307
11/24/2004,2004,11,24,2916
11/25/2004,2004,11,25,4601
11/26/2004,2004,11,26,4806
11/27/2004,2004,11,27,1670
11/28/2004,2004,11,28,1998
11/29/2004,2004,11,29,857
11/30/2004,2004,11,30,2664
12/1/2004,2004,12,1,2596
12/2/2004,2004,12,2,4536
12/3/2004,2004,12,3,2441
12/4/2004,2004,12,4,3593
12/5/2004,2004,12,5,2664
12/6/2004,2004,12,6,1307
12/7/2004,2004,12,7,4370
12/8/2004,2004,12,8,1663
12/9/2004,2004,12,9,997
12/10/2004,2004,12,10,2952
12/11/2004,2004,12,11,4158
12/12/2004,2004,12,12,1462
12/13/2004,2004,12,13,839
12/14/2004,2004,12,14,947
12/15/2004,2004,12,15,1087
12/16/2004,2004,12,16,2002
12/17/2004,2004,12,17,1850
12/18/2004,2004,12,18,2160
12/19/2004,2004,12,19,1735
12/20/2004,2004,12,20,3632
12/21/2004,2004,12,21,4291
12/22/2004,2004,12,22,2412
12/23/2004,2004,12,23,936
12/24/2004,2004,12,24,1141
12/25/2004,2004,12,25,4183
12/26/2004,2004,12,26,1444
12/27/2004,2004,12,27,904
12/28/2004,2004,12,28,2020
12/29/2004,2004,12,29,1361
12/30/2004,2004,12,30,1253
12/31/2004,2004,12,31,1991
1/1/2005,2005,1,1,997
1/2/2005,2005,1,2,1832
1/3/2005,2005,1,3,1602
1/4/2005,2005,1,4,464
1/5/2005,2005,1,5,2351
1/6/2005,2005,1,6,1202
1/7/2005,2005,1,7,1994
1/8/2005,2005,1,8,4702
1/9/2005,2005,1,9,3074
1/10/2005,2005,1,10,3352
1/11/2005,2005,1,11,5036
1/12/2005,2005,1,12,4331
1/13/2005,2005,1,13,2336
1/14/2005,2005,1,14,2462
1/15/2005,2005,1,15,1094
1/16/2005,2005,1,16,5404
1/17/2005,2005,1,17,5951
1/18/2005,2005,1,18,5735
1/19/2005,2005,1,19,3838
1/20/2005,2005,1,20,1498
1/21/2005,2005,1,21,3640
1/22/2005,2005,1,22,2052
1/23/2005,2005,1,23,2956
1/24/2005,2005,1,24,2444
1/25/2005,2005,1,25,2347
1/26/2005,2005,1,26,1984
1/27/2005,2005,1,27,3157
1/28/2005,2005,1,28,6034
1/29/2005,2005,1,29,4068
1/30/2005,2005,1,30,5155
1/31/2005,2005,1,31,2041
2/1/2005,2005,2,1,2214
2/2/2005,2005,2,2,2462
2/3/2005,2005,2,3,2020
2/4/2005,2005,2,4,3913
2/5/2005,2005,2,5,3571
2/6/2005,2005,2,6,7477
2/7/2005,2005,2,7,8546
2/8/2005,2005,2,8,9112
2/9/2005,2005,2,9,9335
2/10/2005,2005,2,10,8780
2/11/2005,2005,2,11,3355
2/12/2005,2005,2,12,2567
2/13/2005,2005,2,13,5724
2/14/2005,2005,2,14,4291
2/15/2005,2005,2,15,4244
2/16/2005,2005,2,16,2412
2/17/2005,2005,2,17,1534
2/18/2005,2005,2,18,3557
2/19/2005,2005,2,19,5832
2/20/2005,2005,2,20,4802
2/21/2005,2005,2,21,6912
2/22/2005,2005,2,22,5735
2/23/2005,2005,2,23,5598
2/24/2005,2005,2,24,1775
2/25/2005,2005,2,25,6761
2/26/2005,2005,2,26,3812
2/27/2005,2005,2,27,11444
2/28/2005,2005,2,28,8842
3/1/2005,2005,3,1,9709
3/2/2005,2005,3,2,13918
3/3/2005,2005,3,3,13385
3/4/2005,2005,3,4,4309
3/5/2005,2005,3,5,8813
3/6/2005,2005,3,6,7362
3/7/2005,2005,3,7,7387
3/8/2005,2005,3,8,8276
3/9/2005,2005,3,9,10847
3/10/2005,2005,3,10,13237
3/11/2005,2005,3,11,8197
3/12/2005,2005,3,12,12744
3/13/2005,2005,3,13,7456
3/14/2005,2005,3,14,12481
3/15/2005,2005,3,15,13871
3/16/2005,2005,3,16,13774
3/17/2005,2005,3,17,8035
3/18/2005,2005,3,18,7942
3/19/2005,2005,3,19,8082
3/20/2005,2005,3,20,16862
3/21/2005,2005,3,21,15969
3/22/2005,2005,3,22,17504
3/23/2005,2005,3,23,13240
3/24/2005,2005,3,24,13181
3/25/2005,2005,3,25,16331
3/26/2005,2005,3,26,2433
3/27/2005,2005,3,27,13757
3/28/2005,2005,3,28,4521
3/29/2005,2005,3,29,15288
3/30/2005,2005,3,30,18797
3/31/2005,2005,3,31,18942
4/1/2005,2005,4,1,19592
4/2/2005,2005,4,2,19310
4/3/2005,2005,4,3,19430
4/4/2005,2005,4,4,19691
4/5/2005,2005,4,5,19240
4/6/2005,2005,4,6,9190
4/7/2005,2005,4,7,12609
4/8/2005,2005,4,8,14387
4/9/2005,2005,4,9,2152
4/10/2005,2005,4,10,5039
4/11/2005,2005,4,11,14762
4/12/2005,2005,4,12,13869
4/13/2005,2005,4,13,11568
4/14/2005,2005,4,14,17399
4/15/2005,2005,4,15,18440
4/16/2005,2005,4,16,18045
4/17/2005,2005,4,17,11891
4/18/2005,2005,4,18,15319
4/19/2005,2005,4,19,13661
4/20/2005,2005,4,20,2441
4/21/2005,2005,4,21,18802
4/22/2005,2005,4,22,23560
4/23/2005,2005,4,23,20330
4/24/2005,2005,4,24,18859
4/25/2005,2005,4,25,6212
4/26/2005,2005,4,26,3809
4/27/2005,2005,4,27,16620
4/28/2005,2005,4,28,17049
4/29/2005,2005,4,29,19219
4/30/2005,2005,4,30,21661
5/1/2005,2005,5,1,17350
5/2/2005,2005,5,2,23518
5/3/2005,2005,5,3,19434
5/4/2005,2005,5,4,6461
5/5/2005,2005,5,5,6771
5/6/2005,2005,5,6,10049
5/7/2005,2005,5,7,16692
5/8/2005,2005,5,8,7379
5/9/2005,2005,5,9,14753
5/10/2005,2005,5,10,21159
5/11/2005,2005,5,11,18950
5/12/2005,2005,5,12,21380
5/13/2005,2005,5,13,26521
5/14/2005,2005,5,14,23369
5/15/2005,2005,5,15,13269
5/16/2005,2005,5,16,25980
5/17/2005,2005,5,17,17180
5/18/2005,2005,5,18,2489
5/19/2005,2005,5,19,19030
5/20/2005,2005,5,20,28691
5/21/2005,2005,5,21,28790
5/22/2005,2005,5,22,27220
5/23/2005,2005,5,23,27033
5/24/2005,2005,5,24,6968
5/25/2005,2005,5,25,27169
5/26/2005,2005,5,26,28909
5/27/2005,2005,5,27,29290
5/28/2005,2005,5,28,28619
5/29/2005,2005,5,29,29011
5/30/2005,2005,5,30,28454
5/31/2005,2005,5,31,17229
6/1/2005,2005,6,1,18121
6/2/2005,2005,6,2,26744
6/3/2005,2005,6,3,22460
6/4/2005,2005,6,4,20764
6/5/2005,2005,6,5,17469
6/6/2005,2005,6,6,16328
6/7/2005,2005,6,7,17509
6/8/2005,2005,6,8,7599
6/9/2005,2005,6,9,11737
6/10/2005,2005,6,10,9238
6/11/2005,2005,6,11,10608
6/12/2005,2005,6,12,9170
6/13/2005,2005,6,13,28387
6/14/2005,2005,6,14,27039
6/15/2005,2005,6,15,18017
6/16/2005,2005,6,16,17012
6/17/2005,2005,6,17,16012
6/18/2005,2005,6,18,24930
6/19/2005,2005,6,19,22382
6/20/2005,2005,6,20,26190
6/21/2005,2005,6,21,28641
6/22/2005,2005,6,22,15060
6/23/2005,2005,6,23,24558
6/24/2005,2005,6,24,30132
6/25/2005,2005,6,25,28089
6/26/2005,2005,6,26,8362
6/27/2005,2005,6,27,26308
6/28/2005,2005,6,28,25809
6/29/2005,2005,6,29,25659
6/30/2005,2005,6,30,10006
7/1/2005,2005,7,1,12862
7/2/2005,2005,7,2,17700
7/3/2005,2005,7,3,28587
7/4/2005,2005,7,4,27828
7/5/2005,2005,7,5,21421
7/6/2005,2005,7,6,3280
7/7/2005,2005,7,7,24169
7/8/2005,2005,7,8,19090
7/9/2005,2005,7,9,5268
7/10/2005,2005,7,10,7960
7/11/2005,2005,7,11,12252
7/12/2005,2005,7,12,24800
7/13/2005,2005,7,13,17255
7/14/2005,2005,7,14,26169
7/15/2005,2005,7,15,22730
7/16/2005,2005,7,16,19679
7/17/2005,2005,7,17,20737
7/18/2005,2005,7,18,26092
7/19/2005,2005,7,19,8708
7/20/2005,2005,7,20,15502
7/21/2005,2005,7,21,19740
7/22/2005,2005,7,22,7921
7/23/2005,2005,7,23,12323
7/24/2005,2005,7,24,20030
7/25/2005,2005,7,25,16169
7/26/2005,2005,7,26,15789
7/27/2005,2005,7,27,24378
7/28/2005,2005,7,28,25660
7/29/2005,2005,7,29,25290
7/30/2005,2005,7,30,24079
7/31/2005,2005,7,31,10820
8/1/2005,2005,8,1,22264
8/2/2005,2005,8,2,25539
8/3/2005,2005,8,3,11228
8/4/2005,2005,8,4,3060
8/5/2005,2005,8,5,10580
8/6/2005,2005,8,6,7590
8/7/2005,2005,8,7,15803
8/8/2005,2005,8,8,14010
8/9/2005,2005,8,9,17040
8/10/2005,2005,8,10,19349
8/11/2005,2005,8,11,15110
8/12/2005,2005,8,12,16289
8/13/2005,2005,8,13,14553
8/14/2005,2005,8,14,17206
8/15/2005,2005,8,15,5549
8/16/2005,2005,8,16,2311
8/17/2005,2005,8,17,7240
8/18/2005,2005,8,18,20201
8/19/2005,2005,8,19,20399
8/20/2005,2005,8,20,21590
8/21/2005,2005,8,21,17522
8/22/2005,2005,8,22,6640
8/23/2005,2005,8,23,5220
8/24/2005,2005,8,24,5310
8/25/2005,2005,8,25,17171
8/26/2005,2005,8,26,20928
8/27/2005,2005,8,27,20278
8/28/2005,2005,8,28,8090
8/29/2005,2005,8,29,20649
8/30/2005,2005,8,30,20750
8/31/2005,2005,8,31,19740
9/1/2005,2005,9,1,20410
9/2/2005,2005,9,2,21459
9/3/2005,2005,9,3,19750
9/4/2005,2005,9,4,18051
9/5/2005,2005,9,5,19159
9/6/2005,2005,9,6,19303
9/7/2005,2005,9,7,19279
9/8/2005,2005,9,8,17889
9/9/2005,2005,9,9,17079
9/10/2005,2005,9,10,12671
9/11/2005,2005,9,11,8831
9/12/2005,2005,9,12,17211
9/13/2005,2005,9,13,3539
9/14/2005,2005,9,14,10958
9/15/2005,2005,9,15,9060
9/16/2005,2005,9,16,8353
9/17/2005,2005,9,17,3469
9/18/2005,2005,9,18,15210
9/19/2005,2005,9,19,16479
9/20/2005,2005,9,20,12001
9/21/2005,2005,9,21,11150
9/22/2005,2005,9,22,15600
9/23/2005,2005,9,23,14931
9/24/2005,2005,9,24,15453
9/25/2005,2005,9,25,13891
9/26/2005,2005,9,26,13731
9/27/2005,2005,9,27,13010
9/28/2005,2005,9,28,11880
9/29/2005,2005,9,29,3172
9/30/2005,2005,9,30,9230
10/1/2005,2005,10,1,5378
10/2/2005,2005,10,2,11758
10/3/2005,2005,10,3,3258
10/4/2005,2005,10,4,4120
10/5/2005,2005,10,5,9549
10/6/2005,2005,10,6,5361
10/7/2005,2005,10,7,9390
10/8/2005,2005,10,8,10244
10/9/2005,2005,10,9,12431
10/10/2005,2005,10,10,11560
10/11/2005,2005,10,11,11222
10/12/2005,2005,10,12,10823
10/13/2005,2005,10,13,4980
10/14/2005,2005,10,14,4290
10/15/2005,2005,10,15,8793
10/16/2005,2005,10,16,5430
10/17/2005,2005,10,17,3720
10/18/2005,2005,10,18,1632
10/19/2005,2005,10,19,10779
10/20/2005,2005,10,20,9890
10/21/2005,2005,10,21,9051
10/22/2005,2005,10,22,10258
10/23/2005,2005,10,23,5370
10/24/2005,2005,10,24,5778
10/25/2005,2005,10,25,4064
10/26/2005,2005,10,26,7060
10/27/2005,2005,10,27,8041
10/28/2005,2005,10,28,8178
10/29/2005,2005,10,29,8838
10/30/2005,2005,10,30,8780
10/31/2005,2005,10,31,8951
11/1/2005,2005,11,1,8833
11/2/2005,2005,11,2,2270
11/3/2005,2005,11,3,5570
11/4/2005,2005,11,4,7120
11/5/2005,2005,11,5,2800
11/6/2005,2005,11,6,2650
11/7/2005,2005,11,7,2560
11/8/2005,2005,11,8,4711
11/9/2005,2005,11,9,6341
11/10/2005,2005,11,10,2591
11/11/2005,2005,11,11,5173
11/12/2005,2005,11,12,5301
11/13/2005,2005,11,13,2560
11/14/2005,2005,11,14,1261
11/15/2005,2005,11,15,2422
11/16/2005,2005,11,16,2472
11/17/2005,2005,11,17,3200
11/18/2005,2005,11,18,2030
11/19/2005,2005,11,19,2620
11/20/2005,2005,11,20,3686
11/21/2005,2005,11,21,1340
11/22/2005,2005,11,22,1456
11/23/2005,2005,11,23,4028
11/24/2005,2005,11,24,1961
11/25/2005,2005,11,25,2741
11/26/2005,2005,11,26,561
11/27/2005,2005,11,27,472
11/28/2005,2005,11,28,5552
11/29/2005,2005,11,29,5071
11/30/2005,2005,11,30,3277
12/1/2005,2005,12,1,3740
12/2/2005,2005,12,2,2119
12/3/2005,2005,12,3,1382
12/4/2005,2005,12,4,4449
12/5/2005,2005,12,5,2208
12/6/2005,2005,12,6,388
12/7/2005,2005,12,7,1250
12/8/2005,2005,12,8,2031
12/9/2005,2005,12,9,838
12/10/2005,2005,12,10,2811
12/11/2005,2005,12,11,4520
12/12/2005,2005,12,12,3200
12/13/2005,2005,12,13,1280
12/14/2005,2005,12,14,1715
12/15/2005,2005,12,15,1270
12/16/2005,2005,12,16,719
12/17/2005,2005,12,17,1939
12/18/2005,2005,12,18,4121
12/19/2005,2005,12,19,4079
12/20/2005,2005,12,20,1460
12/21/2005,2005,12,21,821
12/22/2005,2005,12,22,892
12/23/2005,2005,12,23,1679
12/24/2005,2005,12,24,1340
12/25/2005,2005,12,25,1329
12/26/2005,2005,12,26,4040
12/27/2005,2005,12,27,2029
12/28/2005,2005,12,28,980
12/29/2005,2005,12,29,4279
12/30/2005,2005,12,30,789
12/31/2005,2005,12,31,2760
1/1/2006,2006,1,1,1779
1/2/2006,2006,1,2,910
1/3/2006,2006,1,3,1510
1/4/2006,2006,1,4,1877
1/5/2006,2006,1,5,819
1/6/2006,2006,1,6,681
1/7/2006,2006,1,7,1320
1/8/2006,2006,1,8,2251
1/9/2006,2006,1,9,5054
1/10/2006,2006,1,10,5188
1/11/2006,2006,1,11,5332
1/12/2006,2006,1,12,2320
1/13/2006,2006,1,13,919
1/14/2006,2006,1,14,1461
1/15/2006,2006,1,15,4891
1/16/2006,2006,1,16,5578
1/17/2006,2006,1,17,2001
1/18/2006,2006,1,18,2379
1/19/2006,2006,1,19,2861
1/20/2006,2006,1,20,2351
1/21/2006,2006,1,21,2350
1/22/2006,2006,1,22,4431
1/23/2006,2006,1,23,5718
1/24/2006,2006,1,24,5979
1/25/2006,2006,1,25,5364
1/26/2006,2006,1,26,6000
1/27/2006,2006,1,27,7112
1/28/2006,2006,1,28,7096
1/29/2006,2006,1,29,4541
1/30/2006,2006,1,30,2969
1/31/2006,2006,1,31,1778
2/1/2006,2006,2,1,5642
2/2/2006,2006,2,2,6936
2/3/2006,2006,2,3,4489
2/4/2006,2006,2,4,2190
2/5/2006,2006,2,5,7343
2/6/2006,2006,2,6,7720
2/7/2006,2006,2,7,2067
2/8/2006,2006,2,8,3738
2/9/2006,2006,2,9,4649
2/10/2006,2006,2,10,6690
2/11/2006,2006,2,11,3072
2/12/2006,2006,2,12,5480
2/13/2006,2006,2,13,3607
2/14/2006,2006,2,14,4987
2/15/2006,2006,2,15,8730
2/16/2006,2006,2,16,2989
2/17/2006,2006,2,17,3359
2/18/2006,2006,2,18,10369
2/19/2006,2006,2,19,10527
2/20/2006,2006,2,20,6684
2/21/2006,2006,2,21,1718
2/22/2006,2006,2,22,1251
2/23/2006,2006,2,23,4914
2/24/2006,2006,2,24,10556
2/25/2006,2006,2,25,3201
2/26/2006,2006,2,26,5201
2/27/2006,2006,2,27,9951
2/28/2006,2006,2,28,13054
3/1/2006,2006,3,1,9510
3/2/2006,2006,3,2,13452
3/3/2006,2006,3,3,11622
3/4/2006,2006,3,4,3426
3/5/2006,2006,3,5,6880
3/6/2006,2006,3,6,11409
3/7/2006,2006,3,7,10359
3/8/2006,2006,3,8,13300
3/9/2006,2006,3,9,4550
3/10/2006,2006,3,10,5539
3/11/2006,2006,3,11,6088
3/12/2006,2006,3,12,6241
3/13/2006,2006,3,13,9457
3/14/2006,2006,3,14,5418
3/15/2006,2006,3,15,5850
3/16/2006,2006,3,16,5040
3/17/2006,2006,3,17,4186
3/18/2006,2006,3,18,4202
3/19/2006,2006,3,19,13839
3/20/2006,2006,3,20,8878
3/21/2006,2006,3,21,10549
3/22/2006,2006,3,22,3788
3/23/2006,2006,3,23,13215
3/24/2006,2006,3,24,17128
